FULL_NAME,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,MIN,OREB,PF,PTS,REB,STL,TOV,FIRST_NAME,LAST_NAME,FULL_NAME_LOWER,FIRST_NAME_LOWER,LAST_NAME_LOWER,IS_ACTIVE 
Leon Powe,12,12,81,0,0,0,153,78,0.49,116,78,0.62,38,3,521,58,78,235,139,11,29,Leon,Powe,leon powe,leon,powe,FALSE
Dwight Powell,48,23,144,38,11,0.22,232,135,0.53,112,84,0.7,49,16,906,74,107,365,218,30,33,Dwight,Powell,dwight powell,dwight,powell,TRUE
Josh Powell,20,9,74,2,1,0.05,137,60,0.4,38,28,0.65,39,3,480,39,61,149,113,6,31,Josh,Powell,josh powell,josh,powell,FALSE
Kasib Powell,18,2,36,33,8,0.24,95,35,0.37,9,6,0.67,11,4,304,8,18,84,44,9,5,Kasib,Powell,kasib powell,kasib,powell,FALSE
Myles Powell,3,0,5,6,0,0.17,17,5,0.29,2,2,0,11,0,52,0,8,13,6,0,3,Myles,Powell,myles powell,myles,powell,FALSE
Norman Powell,71,13,103,186,73,0.38,432,200,0.45,125,104,0.82,45,24,1097,18,86,578,122,39,58,Norman,Powell,norman powell,norman,powell,TRUE
Roger Powell,0,0,0,0,0,0,3,0,0,2,2,0,3,0,13,3,2,2,3,0,3,Roger,Powell,roger powell,roger,powell,FALSE
Alex Poythress,8,4,25,18,6,0.36,54,25,0.46,13,9,0.47,17,1,189,16,26,66,41,3,6,Alex,Poythress,alex poythress,alex,poythress,FALSE
Paul Pressey,338,39,172,32,7,0.19,535,260,0.47,228,170,0.74,66,38,1787,82,185,697,254,91,155,Paul,Pressey,paul pressey,paul,pressey,FALSE
Phil Pressey,102,4,42,41,10,0.21,117,40,0.37,29,18,0.58,34,2,460,8,41,109,49,27,39,Phil,Pressey,phil pressey,phil,pressey,FALSE
Dominic Pressley,17,0,8,1,0,0,21,6,0.26,6,3,0.37,9,0,83,2,7,15,10,3,7,Dominic,Pressley,dominic pressley,dominic,pressley,FALSE
Harold Pressley,157,47,206,145,52,0.32,614,269,0.43,110,86,0.77,75,30,1700,129,168,676,335,69,102,Harold,Pressley,harold pressley,harold,pressley,FALSE
Jason Preston,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,Jason,Preston,jason preston,jason,preston,TRUE
AJ Price,68,0,37,83,26,0.24,176,67,0.36,34,25,0.56,32,3,473,8,28,184,45,15,27,AJ,Price,aj price,aj,price,FALSE
Brent Price,137,2,57,104,40,0.33,213,91,0.39,65,54,0.82,46,9,779,19,84,276,76,35,70,Brent,Price,brent price,brent,price,FALSE
Mark Price,405,6,120,202,81,0.39,695,328,0.45,197,178,0.91,60,48,1796,34,80,916,154,72,149,Mark,Price,mark price,mark,price,FALSE
Ronnie Price,80,5,40,67,20,0.28,165,62,0.35,33,25,0.75,45,6,608,15,77,168,55,35,40,Ronnie,Price,ronnie price,ronnie,price,FALSE
Pablo Prigioni,156,1,75,117,43,0.36,169,71,0.41,21,18,0.87,56,9,960,29,86,203,104,58,53,Pablo,Prigioni,pablo prigioni,pablo,prigioni,FALSE
Joshua Primo,50,12,46,74,22,0.28,148,55,0.36,34,26,0.76,27,8,529,17,44,158,63,10,34,Joshua,Primo,joshua primo,joshua,primo,TRUE
Taurean Prince,81,20,154,206,77,0.4,406,169,0.43,79,65,0.73,46,25,1101,24,93,480,177,38,70,Taurean,Prince,taurean prince,taurean,prince,TRUE
Tayshaun Prince,142,28,192,90,34,0.39,595,269,0.45,117,89,0.73,61,53,1874,66,73,661,258,34,63,Tayshaun,Prince,tayshaun prince,tayshaun,prince,FALSE
Kevin Pritchard,31,2,14,8,2,0.3,55,22,0.4,23,18,0.69,19,0,220,3,28,64,17,6,16,Kevin,Pritchard,kevin pritchard,kevin,pritchard,FALSE
Payton Pritchard,87,5,76,165,68,0.5,266,115,0.4,22,20,0.63,46,2,759,22,55,319,98,21,31,Payton,Pritchard,payton pritchard,payton,pritchard,TRUE
Laron Profit,42,6,39,22,5,0.22,103,43,0.42,26,18,0.66,34,4,384,13,34,110,52,18,29,Laron,Profit,laron profit,laron,profit,FALSE
Gabe Pruitt,26,2,20,30,8,0.27,70,22,0.33,12,9,0.66,31,0,230,5,22,62,26,10,12,Gabe,Pruitt,gabe pruitt,gabe,pruitt,FALSE
Joel Przybilla,16,51,161,0,0,0,101,55,0.45,56,31,0.46,38,25,741,69,102,142,231,10,37,Joel,Przybilla,joel przybilla,joel,przybilla,FALSE
Anthony Pullard,2,2,6,0,0,0,18,8,0.44,3,0,0.33,8,0,37,2,5,17,8,2,5,Anthony,Pullard,anthony pullard,anthony,pullard,FALSE
Jacob Pullen,0,0,0,0,0,0,2,0,0.5,0,0,0,3,0,6,0,0,2,0,0,0,Jacob,Pullen,jacob pullen,jacob,pullen,FALSE
Rodney Purvis,17,3,26,52,13,0.25,107,35,0.33,15,13,0.87,16,2,290,0,26,96,27,3,10,Rodney,Purvis,rodney purvis,rodney,purvis,FALSE
Tim Quarterman,6,2,6,8,2,0.19,16,7,0.39,2,0,0.5,10,0,46,2,4,18,8,0,6,Tim,Quarterman,tim quarterman,tim,quarterman,FALSE
Trevelin Queen,4,0,9,24,9,0.38,33,15,0.46,4,4,0,10,0,74,7,6,43,16,5,7,Trevelin,Queen,trevelin queen,trevelin,queen,FALSE
Neemias Queta,6,8,17,0,0,0,38,17,0.45,17,11,0.65,15,0,120,14,18,45,31,0,6,Neemias,Queta,neemias queta,neemias,queta,TRUE
Immanuel Quickley,139,5,114,238,86,0.31,443,174,0.37,125,111,0.92,48,2,1038,19,95,544,133,28,54,Immanuel,Quickley,immanuel quickley,immanuel,quickley,TRUE
Chris Quinn,76,1,39,71,27,0.3,159,64,0.36,35,28,0.81,40,4,550,5,42,182,44,17,23,Chris,Quinn,chris quinn,chris,quinn,FALSE
Brian Quinnett,18,7,34,25,8,0.25,122,49,0.36,18,12,0.65,35,0,371,21,38,118,55,11,18,Brian,Quinnett,brian quinnett,brian,quinnett,FALSE
Ivan Rabb,43,14,120,8,2,0.1,182,101,0.56,52,39,0.76,42,9,618,62,72,242,182,14,35,Ivan,Rabb,ivan rabb,ivan,rabb,FALSE
Mark Radford,80,3,26,10,3,0.44,136,69,0.51,71,32,0.46,48,0,404,12,72,174,38,25,58,Mark,Radford,mark radford,mark,radford,FALSE
Dino Radja,89,70,346,1,0,0,763,379,0.49,238,175,0.73,56,43,1827,124,186,933,471,50,124,Dino,Radja,dino radja,dino,radja,FALSE
Vladimir Radmanovic,70,17,152,183,69,0.36,364,150,0.4,56,43,0.76,52,16,1137,45,109,413,197,37,60,Vladimir,Radmanovic,vladimir radmanovic,vladimir,radmanovic,FALSE
Aleksandar Radojevic,4,2,12,0,0,0,13,4,0.3,8,5,0.6,8,3,76,6,18,13,18,0,10,Aleksandar,Radojevic,aleksandar radojevic,aleksandar,radojevic,FALSE
Miroslav Raduljica,12,6,28,0,0,0,67,36,0.46,28,24,0.91,26,0,244,28,46,94,56,4,15,Miroslav,Raduljica,miroslav raduljica,miroslav,raduljica,FALSE
Ed Rains,31,2,31,2,0,0,130,55,0.42,54,34,0.63,42,8,464,31,54,144,62,14,25,Ed,Rains,ed rains,ed,rains,FALSE
Igor Rakocevic,33,0,13,12,5,0.42,58,22,0.38,36,29,0.81,42,0,240,4,25,78,17,4,23,Igor,Rakocevic,igor rakocevic,igor,rakocevic,FALSE
Kurt Rambis,62,28,213,1,0,0,215,114,0.53,91,62,0.67,57,29,1057,104,131,291,317,50,66,Kurt,Rambis,kurt rambis,kurt,rambis,FALSE
Peter John Ramos,0,0,3,0,0,0,10,5,0.5,2,0,0.5,6,0,20,0,4,11,4,0,3,Peter John,Ramos,peter john ramos,peter john,ramos,FALSE
Jahmi'us Ramsey,6,0,8,18,5,0.27,48,20,0.4,10,6,0.75,16,0,114,3,9,50,12,2,4,Jahmi'us,Ramsey,jahmi'us ramsey,jahmi'us,ramsey,FALSE
Mark Randall,12,2,18,8,1,0.1,65,30,0.38,21,15,0.53,27,0,196,18,21,75,36,5,12,Mark,Randall,mark randall,mark,randall,FALSE
Chasson Randle,41,2,29,57,20,0.3,109,44,0.34,34,28,0.87,24,1,370,5,39,136,34,11,21,Chasson,Randle,chasson randle,chasson,randle,TRUE
Julius Randle,206,26,424,152,50,0.27,803,379,0.46,296,220,0.66,58,49,1804,115,181,1028,538,41,159,Julius,Randle,julius randle,julius,randle,TRUE
Anthony Randolph,28,31,108,11,3,0.12,220,100,0.44,81,59,0.7,36,6,554,47,65,262,155,22,44,Anthony,Randolph,anthony randolph,anthony,randolph,FALSE
Shavlik Randolph,3,4,20,1,0,0.08,28,12,0.39,14,7,0.49,14,1,115,14,18,32,35,4,5,Shavlik,Randolph,shavlik randolph,shavlik,randolph,FALSE
Zach Randolph,113,17,383,43,12,0.21,876,413,0.47,255,194,0.75,61,49,1915,181,145,1033,564,46,127,Zach,Randolph,zach randolph,zach,randolph,FALSE
Blair Rasmussen,58,60,262,4,1,0.12,596,281,0.45,100,77,0.76,66,35,1426,114,203,640,376,26,58,Blair,Rasmussen,blair rasmussen,blair,rasmussen,FALSE
Xavier Rathan-Mayes,18,3,5,14,0,0.07,42,12,0.29,9,4,0.44,5,0,118,0,18,29,5,6,11,Xavier,Rathan-Mayes,xavier rathan-mayes,xavier,rathan-mayes,FALSE
Theo Ratliff,26,110,165,0,0,0,243,120,0.48,106,75,0.65,44,30,1050,85,126,316,250,22,54,Theo,Ratliff,theo ratliff,theo,ratliff,FALSE
Andy Rautins,3,0,0,4,0,0.25,7,3,0.43,2,0,0.5,5,0,24,0,0,8,0,0,7,Andy,Rautins,andy rautins,andy,rautins,FALSE
Allan Ray,43,3,51,116,48,0.41,259,100,0.39,55,42,0.76,47,5,710,18,85,290,69,20,42,Allan,Ray,allan ray,allan,ray,FALSE
Austin Reaves,57,10,75,87,28,0.3,164,75,0.43,61,52,0.92,32,10,738,24,47,229,98,15,21,Austin,Reaves,austin reaves,austin,reaves,TRUE
Josh Reaves,3,0,2,2,0,0,9,3,0.33,2,2,0,4,0,28,0,5,8,3,0,0,Josh,Reaves,josh reaves,josh,reaves,FALSE
Zeljko Rebraca,13,24,75,0,0,0,143,75,0.51,58,46,0.75,34,3,508,31,81,195,107,9,31,Zeljko,Rebraca,zeljko rebraca,zeljko,rebraca,FALSE
Eldridge Recasner,53,1,40,58,24,0.22,148,63,0.33,27,24,0.73,30,5,515,13,41,174,53,13,31,Eldridge,Recasner,eldridge recasner,eldridge,recasner,FALSE
Michael Redd,112,6,149,229,87,0.33,784,351,0.42,250,209,0.81,52,36,1675,52,84,998,201,48,80,Michael,Redd,michael redd,michael,redd,FALSE
Cam Reddish,37,11,72,126,42,0.34,277,109,0.42,72,62,0.89,31,12,731,18,55,322,90,32,42,Cam,Reddish,cam reddish,cam,reddish,TRUE
JJ Redick,116,5,102,281,115,0.4,533,237,0.43,134,120,0.89,56,26,1425,10,83,708,113,25,64,JJ,Redick,jj redick,jj,redick,FALSE
Davon Reed,18,3,34,33,13,0.39,64,27,0.35,7,5,0.46,20,2,246,4,21,72,39,10,8,Davon,Reed,davon reed,davon,reed,TRUE
Justin Reed,22,7,36,0,0,0,145,59,0.41,57,42,0.74,42,3,487,26,76,159,62,11,26,Justin,Reed,justin reed,justin,reed,FALSE
Paul Reed,9,9,27,5,1,0.08,59,32,0.37,7,3,0.31,22,1,165,25,29,68,52,15,8,Paul,Reed,paul reed,paul,reed,TRUE
Willie Reed,11,24,90,2,1,0.25,132,80,0.7,51,29,0.45,39,3,463,50,59,189,139,8,17,Willie,Reed,willie reed,willie,reed,FALSE
Bryant Reeves,104,50,315,4,0,0.06,701,333,0.46,224,158,0.69,66,57,2011,143,228,824,458,33,124,Bryant,Reeves,bryant reeves,bryant,reeves,FALSE
Khalid Reeves,123,4,56,96,35,0.3,248,102,0.39,77,57,0.75,39,16,810,22,90,296,78,30,62,Khalid,Reeves,khalid reeves,khalid,reeves,FALSE
Don Reid,15,31,80,0,0,0,121,64,0.48,47,31,0.64,44,15,587,47,125,160,127,21,28,Don,Reid,don reid,don,reid,FALSE
J.R. Reid,48,19,180,3,0,0.06,341,161,0.47,143,104,0.74,51,22,1153,73,151,427,253,38,71,J.R.,Reid,j.r. reid,j.r.,reid,FALSE
Naz Reid,45,43,133,111,38,0.34,329,161,0.47,93,67,0.66,45,8,773,55,110,428,188,24,44,Naz,Reid,naz reid,naz,reid,TRUE
Ryan Reid,0,0,0,0,0,0,5,4,0.8,0,0,0,5,0,17,0,0,8,2,0,0,Ryan,Reid,ryan reid,ryan,reid,FALSE
Jared Reiner,7,6,38,0,0,0,36,12,0.34,7,2,0.28,23,2,188,17,40,27,54,4,12,Jared,Reiner,jared reiner,jared,reiner,FALSE
Richard Rellford,0,3,5,0,0,0,8,5,0.62,8,6,0.75,4,0,42,2,3,16,7,0,4,Richard,Rellford,richard rellford,richard,rellford,FALSE
Terrence Rencher,36,1,23,19,6,0.21,67,22,0.55,31,21,0.57,24,1,270,6,25,71,29,11,29,Terrence,Rencher,terrence rencher,terrence,rencher,FALSE
Efthimios Rentzias,7,2,16,8,4,0.5,59,20,0.34,9,8,0.89,35,0,143,10,21,52,26,6,4,Efthimios,Rentzias,efthimios rentzias,efthimios,rentzias,FALSE
Shawn Respert,35,1,29,54,18,0.31,149,63,0.41,32,26,0.8,34,1,470,16,38,170,46,18,25,Shawn,Respert,shawn respert,shawn,respert,FALSE
Cam Reynolds,4,1,8,19,7,0.23,28,11,0.39,2,2,0.22,7,0,85,2,8,31,10,2,1,Cam,Reynolds,cam reynolds,cam,reynolds,FALSE
Jerry Reynolds,113,31,106,16,4,0.26,425,178,0.42,195,146,0.72,55,15,1047,58,85,504,165,61,90,Jerry,Reynolds,jerry reynolds,jerry,reynolds,FALSE
Rodrick Rhodes,26,3,12,4,1,0.11,82,28,0.22,46,29,0.53,17,3,278,9,33,85,21,15,28,Rodrick,Rhodes,rodrick rhodes,rodrick,rhodes,FALSE
Glen Rice,140,18,229,260,104,0.37,991,452,0.44,254,215,0.84,67,58,2332,63,157,1222,292,64,116,Glen,Rice,glen rice,glen,rice,FALSE
Glen Rice,4,1,9,12,3,0.22,26,7,0.25,6,4,0.69,8,1,76,3,9,22,12,3,6,Glen,Rice,glen rice,glen,rice,FALSE
Chris Richard,12,8,62,0,0,0,58,28,0.49,19,12,0.61,35,2,390,36,66,68,97,9,19,Chris,Richard,chris richard,chris,richard,FALSE
Nick Richards,5,8,24,0,0,0,42,27,0.6,22,15,0.69,24,2,166,17,21,70,41,3,9,Nick,Richards,nick richards,nick,richards,TRUE
Jason Richardson,152,24,219,303,113,0.37,865,382,0.44,181,129,0.71,59,58,2022,69,134,1006,288,68,100,Jason,Richardson,jason richardson,jason,richardson,FALSE
Jeremy Richardson,1,0,4,8,3,0.36,19,6,0.31,1,1,0.31,10,0,50,1,4,17,4,0,2,Jeremy,Richardson,jeremy richardson,jeremy,richardson,FALSE
Josh Richardson,129,29,122,216,80,0.39,506,217,0.44,98,83,0.86,51,31,1472,36,114,598,157,52,67,Josh,Richardson,josh richardson,josh,richardson,TRUE
Malachi Richardson,7,1,18,27,8,0.24,55,19,0.38,14,11,0.63,19,2,190,3,18,57,21,5,7,Malachi,Richardson,malachi richardson,malachi,richardson,FALSE
Norman Richardson,1,0,3,5,3,0.33,17,7,0.27,6,4,0.44,7,0,45,2,3,20,5,0,2,Norman,Richardson,norman richardson,norman,richardson,FALSE
Pooh Richardson,418,11,137,109,36,0.26,687,305,0.42,97,63,0.69,64,48,1940,44,113,708,181,82,116,Pooh,Richardson,pooh richardson,pooh,richardson,FALSE
Quentin Richardson,88,11,210,253,90,0.34,566,225,0.37,109,78,0.74,60,37,1599,72,118,618,282,47,67,Quentin,Richardson,quentin richardson,quentin,richardson,FALSE
Mitch Richmond,243,18,209,244,95,0.37,1146,522,0.45,383,326,0.86,70,64,2450,63,179,1464,272,86,184,Mitch,Richmond,mitch richmond,mitch,richmond,FALSE
Isaiah Rider,171,15,166,211,74,0.36,898,398,0.44,215,175,0.81,63,47,1984,75,147,1045,241,41,158,Isaiah,Rider,isaiah rider,isaiah,rider,FALSE
Luke Ridnour,278,12,113,127,44,0.34,509,218,0.42,109,93,0.81,64,36,1626,28,134,575,141,60,101,Luke,Ridnour,luke ridnour,luke,ridnour,FALSE
Antoine Rigaudeau,6,0,4,5,0,0.2,35,8,0.23,0,0,0,11,0,89,4,11,17,8,3,6,Antoine,Rigaudeau,antoine rigaudeau,antoine,rigaudeau,FALSE
Eric Riley,12,26,60,1,0,0,96,44,0.47,39,28,0.7,37,8,369,36,61,115,96,11,25,Eric,Riley,eric riley,eric,riley,FALSE
Grant Riller,3,0,0,4,2,0.5,12,8,0.67,0,0,0,7,0,27,0,0,18,0,0,0,Grant,Riller,grant riller,grant,riller,FALSE
Ramon Rivas,3,0,15,0,0,0,31,12,0.39,25,16,0.64,28,0,91,9,21,40,24,4,9,Ramon,Rivas,ramon rivas,ramon,rivas,FALSE
Austin Rivers,108,9,87,161,56,0.32,376,157,0.39,83,53,0.61,50,12,1193,16,107,422,103,35,52,Austin,Rivers,austin rivers,austin,rivers,TRUE
David Rivers,94,3,31,4,0,0.06,116,46,0.38,44,35,0.83,38,4,429,18,39,128,49,20,55,David,Rivers,david rivers,david,rivers,FALSE
Doc Rivers,337,25,139,82,27,0.31,515,227,0.42,212,166,0.77,62,40,1637,43,187,647,182,109,114,Doc,Rivers,doc rivers,doc,rivers,FALSE
Andre Roberson,38,28,124,63,16,0.22,173,82,0.41,38,18,0.5,44,38,972,52,94,197,176,38,26,Andre,Roberson,andre roberson,andre,roberson,FALSE
Anthony Roberson,11,0,11,45,16,0.35,75,29,0.38,3,3,0.73,19,0,173,3,14,77,14,7,6,Anthony,Roberson,anthony roberson,anthony,roberson,FALSE
Terrance Roberson,0,0,0,0,0,0,2,0,0,0,0,0,3,0,12,0,3,0,0,0,2,Terrance,Roberson,terrance roberson,terrance,roberson,FALSE
Brian Roberts,111,3,57,93,33,0.36,285,118,0.42,60,54,0.89,52,8,811,9,58,323,66,20,42,Brian,Roberts,brian roberts,brian,roberts,FALSE
Fred Roberts,71,18,105,11,3,0.33,328,164,0.48,129,103,0.79,59,17,1059,61,114,435,166,29,71,Fred,Roberts,fred roberts,fred,roberts,FALSE
Lawrence Roberts,18,8,92,2,0,0,126,57,0.45,77,53,0.6,44,9,575,64,82,167,155,22,20,Lawrence,Roberts,lawrence roberts,lawrence,roberts,FALSE
Stanley Roberts,24,48,130,0,0,0,266,132,0.45,106,55,0.46,38,22,734,63,132,319,194,14,46,Stanley,Roberts,stanley roberts,stanley,roberts,FALSE
Alvin Robertson,349,28,217,77,23,0.29,815,388,0.47,215,159,0.72,71,61,2223,144,238,958,361,189,187,Alvin,Robertson,alvin robertson,alvin,robertson,FALSE
Ryan Robertson,0,0,0,2,0,0,6,2,0.33,0,0,0,0,0,25,0,0,5,0,0,0,Ryan,Robertson,ryan robertson,ryan,robertson,FALSE
Bernard Robinson,29,4,53,7,0,0.09,114,46,0.37,43,34,0.8,32,4,438,19,49,127,73,25,25,Bernard,Robinson,bernard robinson,bernard,robinson,FALSE
Chris Robinson,36,4,30,55,20,0.36,132,50,0.37,14,8,0.53,28,2,377,10,46,128,41,16,25,Chris,Robinson,chris robinson,chris,robinson,FALSE
Clifford Robinson,160,72,230,185,66,0.33,870,380,0.43,263,181,0.67,73,44,2212,95,218,1006,326,73,128,Clifford,Robinson,clifford robinson,clifford,robinson,FALSE
David Robinson,174,211,530,7,2,0.12,1016,526,0.51,586,431,0.72,70,70,2448,220,202,1485,750,99,173,David,Robinson,david robinson,david,robinson,FALSE
Devin Robinson,3,3,8,0,0,0,18,10,0.46,7,4,0.32,4,0,54,4,6,24,12,2,0,Devin,Robinson,devin robinson,devin,robinson,FALSE
Duncan Robinson,73,11,134,378,154,0.4,439,191,0.45,43,37,0.85,49,42,1336,9,119,573,143,25,43,Duncan,Robinson,duncan robinson,duncan,robinson,TRUE
Eddie Robinson,50,18,105,6,2,0.26,336,170,0.5,61,45,0.73,56,10,1069,48,69,388,153,43,43,Eddie,Robinson,eddie robinson,eddie,robinson,FALSE
Glenn Robinson,171,35,287,166,56,0.34,1103,506,0.46,274,225,0.83,63,61,2304,93,168,1294,381,75,195,Glenn,Robinson,glenn robinson,glenn,robinson,FALSE
Jamal Robinson,2,0,8,2,0,0,22,3,0.14,0,0,0,6,0,72,3,7,6,11,6,3,Jamal,Robinson,jamal robinson,jamal,robinson,FALSE
James Robinson,86,9,56,136,47,0.33,316,124,0.38,68,46,0.59,46,6,827,24,79,341,80,25,61,James,Robinson,james robinson,james,robinson,FALSE
Jerome Robinson,44,9,61,81,25,0.31,165,60,0.36,29,20,0.7,35,4,517,7,60,167,67,16,26,Jerome,Robinson,jerome robinson,jerome,robinson,TRUE
Justin Robinson,13,1,7,24,7,0.31,36,11,0.3,4,2,0.41,11,0,124,2,11,32,9,4,6,Justin,Robinson,justin robinson,justin,robinson,FALSE
Larry Robinson,14,1,17,23,9,0.18,67,26,0.33,11,7,0.49,14,2,205,10,18,67,28,9,11,Larry,Robinson,larry robinson,larry,robinson,FALSE
Mitchell Robinson,26,93,190,0,0,0,233,168,0.74,105,57,0.51,47,24,1108,156,140,393,347,40,32,Mitchell,Robinson,mitchell robinson,mitchell,robinson,TRUE
Nate Robinson,129,3,74,164,58,0.33,408,171,0.37,89,70,0.72,46,7,976,26,105,471,100,38,62,Nate,Robinson,nate robinson,nate,robinson,FALSE
Oliver Robinson,21,2,11,11,0,0.09,97,35,0.36,45,30,0.67,35,0,147,6,18,101,17,4,13,Oliver,Robinson,oliver robinson,oliver,robinson,FALSE
Rumeal Robinson,120,5,46,37,13,0.33,242,103,0.41,66,40,0.56,38,12,635,16,64,259,62,31,61,Rumeal,Robinson,rumeal robinson,rumeal,robinson,FALSE
Thomas Robinson,30,17,152,0,0,0,216,100,0.47,78,40,0.51,49,2,673,84,86,241,236,26,52,Thomas,Robinson,thomas robinson,thomas,robinson,FALSE
Glenn Robinson III,31,7,71,67,25,0.34,197,91,0.44,37,29,0.77,36,14,668,27,36,237,99,19,20,Glenn,Robinson III,glenn robinson iii,glenn,robinson iii,FALSE
Jeremiah Robinson-Earl,26,8,104,88,32,0.49,170,72,0.57,28,21,0.87,26,19,572,38,41,198,142,16,20,Jeremiah,Robinson-Earl,jeremiah robinson-earl,jeremiah,robinson-earl,TRUE
Isaiah Roby,46,18,100,53,20,0.31,191,94,0.37,59,42,0.44,28,16,605,42,69,250,142,23,40,Isaiah,Roby,isaiah roby,isaiah,roby,TRUE
David Roddy,3,0,5,15,2,0.13,29,8,0.28,2,2,0,4,0,66,3,10,20,8,0,3,David,Roddy,david roddy,david,roddy,TRUE
Dennis Rodman,114,38,545,25,6,0.15,379,198,0.5,131,76,0.58,65,41,2060,309,203,477,854,44,106,Dennis,Rodman,dennis rodman,dennis,rodman,FALSE
Sergio Rodriguez,199,3,67,99,33,0.33,286,120,0.43,51,37,0.74,60,9,904,21,75,312,88,37,86,Sergio,Rodriguez,sergio rodriguez,sergio,rodriguez,FALSE
Lou Roe,10,4,28,10,2,0.25,69,23,0.32,26,16,0.61,33,0,240,18,26,65,46,6,14,Lou,Roe,lou roe,lou,roe,FALSE
Carlos Rogers,20,24,80,13,3,0.09,175,94,0.59,72,41,0.47,32,6,603,54,55,231,134,14,31,Carlos,Rogers,carlos rogers,carlos,rogers,FALSE
Johnny Rogers,14,6,33,4,0,0,123,58,0.46,14,10,0.68,34,8,318,19,44,126,52,6,15,Johnny,Rogers,johnny rogers,johnny,rogers,FALSE
Rodney Rogers,120,31,188,149,52,0.34,575,258,0.44,155,108,0.71,63,24,1570,92,192,677,280,61,114,Rodney,Rogers,rodney rogers,rodney,rogers,FALSE
Roy Rogers,12,43,62,0,0,0.2,124,59,0.4,29,15,0.42,30,10,484,38,57,134,100,6,21,Roy,Rogers,roy rogers,roy,rogers,FALSE
Ryan Rollins,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,Ryan,Rollins,ryan rollins,ryan,rollins,TRUE
Rajon Rondo,386,6,178,75,25,0.31,434,197,0.44,88,54,0.62,50,37,1457,46,103,472,225,76,134,Rajon,Rondo,rajon rondo,rajon,rondo,FALSE
Sean Rooks,44,34,136,2,0,0.05,260,119,0.44,127,89,0.73,54,15,954,66,118,328,202,18,57,Sean,Rooks,sean rooks,sean,rooks,FALSE
Derrick Rose,217,14,102,107,34,0.31,627,287,0.44,151,125,0.86,42,29,1281,32,51,733,134,32,100,Derrick,Rose,derrick rose,derrick,rose,TRUE
Jalen Rose,231,21,181,143,51,0.35,739,326,0.44,228,183,0.8,60,40,1872,31,158,886,213,47,138,Jalen,Rose,jalen rose,jalen,rose,FALSE
Malik Rose,46,18,147,6,1,0.18,275,120,0.42,125,93,0.74,55,5,903,77,128,333,224,32,70,Malik,Rose,malik rose,malik,rose,FALSE
Robert Rose,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,Robert,Rose,robert rose,robert,rose,FALSE
Quinton Ross,49,15,79,19,6,0.2,215,89,0.4,46,33,0.64,57,20,1002,32,103,217,111,31,25,Quinton,Ross,quinton ross,quinton,ross,FALSE
Terrence Ross,72,20,144,295,107,0.36,566,238,0.43,81,68,0.82,58,16,1440,20,99,650,164,49,56,Terrence,Ross,terrence ross,terrence,ross,TRUE
Doug Roth,20,13,76,0,0,0,86,37,0.43,14,7,0.5,42,0,412,44,70,81,120,8,16,Doug,Roth,doug roth,doug,roth,FALSE
Scott Roth,48,3,37,19,5,0.22,166,61,0.36,81,58,0.72,45,2,467,16,64,186,54,22,35,Scott,Roth,scott roth,scott,roth,FALSE
Ron Rowan,0,0,0,0,0,0,9,4,0.44,4,3,0.75,7,0,16,0,0,12,0,4,3,Ron,Rowan,ron rowan,ron,rowan,FALSE
Jim Rowinski,1,1,5,0,0,0,10,4,0.3,10,8,0.79,8,0,36,5,5,16,10,0,2,Jim,Rowinski,jim rowinski,jim,rowinski,FALSE
Brian Rowsom,16,8,57,0,1,0.5,116,53,0.31,57,46,0.87,27,1,364,34,43,152,91,10,15,Brian,Rowsom,brian rowsom,brian,rowsom,FALSE
Brandon Roy,253,13,174,154,54,0.29,808,371,0.43,284,228,0.79,54,50,1927,58,105,1023,231,56,99,Brandon,Roy,brandon roy,brandon,roy,FALSE
Donald Royal,42,9,77,1,0,0,173,81,0.42,135,104,0.8,46,7,741,48,77,266,125,21,46,Donald,Royal,donald royal,donald,royal,FALSE
Clifford Rozier,22,26,109,2,0,0.05,146,72,0.41,55,26,0.32,36,16,620,80,89,169,188,17,32,Clifford,Rozier,clifford rozier,clifford,rozier,FALSE
Terry Rozier,191,14,196,318,120,0.36,658,275,0.39,112,92,0.82,60,30,1563,40,85,761,235,55,73,Terry,Rozier,terry rozier,terry,rozier,TRUE
Ricky Rubio,459,8,213,172,56,0.32,562,219,0.38,212,179,0.84,60,55,1830,38,153,673,251,109,158,Ricky,Rubio,ricky rubio,ricky,rubio,TRUE
Guy Rucker,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,Guy,Rucker,guy rucker,guy,rucker,FALSE
Delaney Rudd,130,0,35,44,11,0.22,192,79,0.36,45,34,0.76,60,1,589,11,61,204,46,18,62,Delaney,Rudd,delaney rudd,delaney,rudd,FALSE
Damjan Rudez,28,2,25,95,35,0.35,138,58,0.4,10,8,0.57,49,1,546,6,48,160,31,10,23,Damjan,Rudez,damjan rudez,damjan,rudez,FALSE
