FULL_NAME,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,MIN,OREB,PF,PTS,REB,STL,TOV,FIRST_NAME,LAST_NAME,FULL_NAME_LOWER,FIRST_NAME_LOWER,LAST_NAME_LOWER,IS_ACTIVE 
Tyus Edney,228,2,68,50,16,0.26,360,146,0.4,154,124,0.82,56,22,1184,30,97,432,98,54,99,Tyus,Edney,tyus edney,tyus,edney,FALSE
Anthony Edwards,167,28,196,384,131,0.31,843,362,0.43,189,146,0.7,49,44,1641,42,101,1002,238,63,121,Anthony,Edwards,anthony edwards,anthony,edwards,TRUE
Bill Edwards,4,0,9,5,0,0,18,2,0.11,5,2,0.4,3,0,44,5,6,6,14,3,4,Bill,Edwards,bill edwards,bill,edwards,FALSE
Blue Edwards,124,26,146,82,27,0.32,563,267,0.47,140,110,0.78,64,38,1626,62,172,670,209,64,106,Blue,Edwards,blue edwards,blue,edwards,FALSE
Carsen Edwards,17,2,23,52,15,0.28,90,33,0.35,11,8,0.84,24,0,235,4,21,89,26,7,9,Carsen,Edwards,carsen edwards,carsen,edwards,FALSE
Corsley Edwards,3,4,13,0,0,0,31,10,0.32,12,7,0.58,10,0,110,12,19,27,25,3,2,Corsley,Edwards,corsley edwards,corsley,edwards,FALSE
Doug Edwards,20,9,31,2,0,0,63,24,0.39,29,20,0.68,28,0,279,20,30,68,51,6,19,Doug,Edwards,doug edwards,doug,edwards,FALSE
Franklin Edwards,111,3,32,5,0,0.02,235,105,0.43,58,46,0.76,42,5,634,11,50,257,43,36,57,Franklin,Edwards,franklin edwards,franklin,edwards,FALSE
Jay Edwards,4,0,0,2,0,0,7,3,0.43,3,0,0.33,4,0,26,0,4,7,2,0,0,Jay,Edwards,jay edwards,jay,edwards,FALSE
John Edwards,4,10,20,0,0,0,47,21,0.43,12,8,0.61,32,2,218,13,44,50,34,3,10,John,Edwards,john edwards,john,edwards,FALSE
Kessler Edwards,16,12,65,69,24,0.43,135,56,0.37,10,8,0.42,24,12,496,22,42,144,87,15,21,Kessler,Edwards,kessler edwards,kessler,edwards,TRUE
Kevin Edwards,127,15,90,42,14,0.34,494,208,0.4,110,88,0.83,49,24,1217,41,81,519,131,65,90,Kevin,Edwards,kevin edwards,kevin,edwards,FALSE
Rob Edwards,0,0,3,4,0,0.25,4,0,0.25,0,0,0,2,0,11,0,0,3,3,0,0,Rob,Edwards,rob edwards,rob,edwards,FALSE
Shane Edwards,0,0,0,0,0,0,3,0,0.33,0,0,0,2,0,12,0,0,2,2,0,0,Shane,Edwards,shane edwards,shane,edwards,FALSE
Vincent Edwards,0,0,0,4,0,0.25,4,0,0.25,0,0,0,2,0,16,0,0,3,2,0,0,Vincent,Edwards,vincent edwards,vincent,edwards,FALSE
Craig Ehlo,175,17,153,120,44,0.3,470,213,0.44,95,66,0.7,62,23,1504,71,121,535,224,71,88,Craig,Ehlo,craig ehlo,craig,ehlo,FALSE
Howard Eisley,177,5,72,95,33,0.31,294,118,0.37,65,54,0.73,52,11,1023,14,108,322,85,35,74,Howard,Eisley,howard eisley,howard,eisley,FALSE
Obinna Ekezie,7,5,47,0,0,0,78,33,0.34,50,36,0.59,29,5,299,30,50,102,77,7,18,Obinna,Ekezie,obinna ekezie,obinna,ekezie,FALSE
Khalid El-Amin,145,2,60,84,28,0.33,311,115,0.37,72,56,0.78,50,14,935,21,99,314,81,48,54,Khalid,El-Amin,khalid el-amin,khalid,el-amin,FALSE
Mario Elie,148,11,120,122,44,0.37,358,169,0.46,137,117,0.82,59,30,1485,44,117,500,164,53,76,Mario,Elie,mario elie,mario,elie,FALSE
CJ Elleby,48,11,91,80,22,0.25,187,73,0.39,50,36,0.72,44,14,683,38,72,204,130,20,30,CJ,Elleby,cj elleby,cj,elleby,TRUE
Henry Ellenson,9,1,34,26,9,0.32,60,23,0.35,13,10,0.66,15,0,149,5,13,65,39,3,7,Henry,Ellenson,henry ellenson,henry,ellenson,FALSE
Wayne Ellington,60,4,96,223,85,0.38,378,155,0.41,43,36,0.85,53,16,1121,16,62,432,113,30,36,Wayne,Ellington,wayne ellington,wayne,ellington,FALSE
Sean Elliott,158,24,199,131,49,0.33,691,321,0.45,235,188,0.79,62,59,2042,68,136,879,267,48,111,Sean,Elliott,sean elliott,sean,elliott,FALSE
Dale Ellis,88,9,134,215,86,0.4,769,368,0.46,169,132,0.76,62,29,1751,77,126,954,211,49,89,Dale,Ellis,dale ellis,dale,ellis,FALSE
Harold Ellis,30,6,38,7,0,0.03,197,104,0.53,110,72,0.65,48,9,641,59,84,280,97,53,37,Harold,Ellis,harold ellis,harold,ellis,FALSE
LaPhonso Ellis,89,43,247,72,22,0.23,583,263,0.43,172,125,0.74,57,33,1601,120,176,674,367,39,91,LaPhonso,Ellis,laphonso ellis,laphonso,ellis,FALSE
LeRon Ellis,10,12,44,0,0,0,85,37,0.35,31,19,0.55,30,1,286,29,35,92,73,8,12,LeRon,Ellis,leron ellis,leron,ellis,FALSE
Monta Ellis,300,21,181,182,57,0.31,981,441,0.45,267,207,0.77,64,55,2224,39,149,1146,220,107,173,Monta,Ellis,monta ellis,monta,ellis,FALSE
Pervis Ellison,63,68,189,2,0,0.03,325,166,0.47,111,76,0.7,43,22,1054,99,136,409,288,27,73,Pervis,Ellison,pervis ellison,pervis,ellison,FALSE
Francisco Elson,22,21,100,1,0,0.06,136,63,0.43,33,23,0.6,42,12,622,43,85,150,142,19,31,Francisco,Elson,francisco elson,francisco,elson,FALSE
Melvin Ely,25,20,73,0,0,0,162,74,0.44,66,42,0.57,37,5,574,42,74,189,115,10,38,Melvin,Ely,melvin ely,melvin,ely,FALSE
Joel Embiid,156,78,430,167,56,0.32,828,405,0.49,455,368,0.81,47,47,1482,110,146,1235,540,41,161,Joel,Embiid,joel embiid,joel,embiid,TRUE
Andre Emmett,1,1,3,1,0,0,6,3,0.45,6,4,0.61,7,0,36,0,3,10,4,0,2,Andre,Emmett,andre emmett,andre,emmett,FALSE
Chris Engler,5,5,27,0,0,0,37,15,0.39,11,8,0.58,21,0,153,16,28,38,43,4,10,Chris,Engler,chris engler,chris,engler,FALSE
Wayne Englestad,7,0,11,0,0,0,29,11,0.38,10,6,0.6,11,0,50,5,12,28,16,0,3,Wayne,Englestad,wayne englestad,wayne,englestad,FALSE
A.J. English,160,12,88,32,4,0.14,709,308,0.44,166,130,0.77,76,9,1554,70,144,751,158,28,102,A.J.,English,a.j. english,a.j.,english,FALSE
Jojo English,15,4,14,11,4,0.24,59,25,0.37,12,7,0.42,17,0,192,4,28,60,18,6,15,Jojo,English,jojo english,jojo,english,FALSE
Kim English,26,3,29,50,14,0.28,112,42,0.38,29,21,0.72,41,0,407,8,46,119,37,16,19,Kim,English,kim english,kim,english,FALSE
Tyler Ennis,65,3,33,40,13,0.33,139,58,0.41,16,12,0.77,34,3,417,8,41,141,41,18,32,Tyler,Ennis,tyler ennis,tyler,ennis,FALSE
James Ennis III,29,9,69,71,25,0.33,158,73,0.42,48,38,0.67,31,11,625,31,62,209,101,19,24,James,Ennis III,james ennis iii,james,ennis iii,FALSE
Semih Erden,12,13,54,0,0,0,74,41,0.49,40,25,0.66,28,6,381,24,67,106,77,10,21,Semih,Erden,semih erden,semih,erden,FALSE
Evan Eschmeyer,19,24,95,0,0,0,85,40,0.44,42,26,0.63,38,16,536,55,100,105,150,17,24,Evan,Eschmeyer,evan eschmeyer,evan,eschmeyer,FALSE
Vincenzo Esposito,23,0,12,56,13,0.23,100,36,0.36,39,31,0.8,30,0,282,4,27,116,16,7,39,Vincenzo,Esposito,vincenzo esposito,vincenzo,esposito,FALSE
Drew Eubanks,34,22,109,7,2,0.37,149,88,0.59,59,45,0.77,35,10,527,53,55,223,162,13,34,Drew,Eubanks,drew eubanks,drew,eubanks,TRUE
Brian Evans,21,5,30,30,10,0.31,105,40,0.34,17,14,0.62,27,0,305,16,32,104,46,10,12,Brian,Evans,brian evans,brian,evans,FALSE
Jacob Evans,21,7,21,23,8,0.24,80,27,0.25,15,12,0.43,22,1,260,6,28,74,27,7,15,Jacob,Evans,jacob evans,jacob,evans,FALSE
Jawun Evans,30,2,24,15,4,0.07,70,24,0.2,12,10,0.19,16,0,227,3,28,61,27,10,14,Jawun,Evans,jawun evans,jawun,evans,FALSE
Jeremy Evans,15,17,57,4,1,0.09,91,52,0.65,30,21,0.58,36,1,375,34,42,126,92,13,12,Jeremy,Evans,jeremy evans,jeremy,evans,FALSE
Maurice Evans,42,9,81,119,43,0.31,323,144,0.43,56,44,0.79,55,15,1091,54,94,375,135,29,27,Maurice,Evans,maurice evans,maurice,evans,FALSE
Mike Evans,141,5,58,69,21,0.19,377,170,0.44,73,58,0.76,56,2,921,17,110,419,75,40,77,Mike,Evans,mike evans,mike,evans,FALSE
Reggie Evans,30,8,255,1,0,0.06,165,77,0.46,140,74,0.53,55,25,1051,134,128,228,388,38,61,Reggie,Evans,reggie evans,reggie,evans,FALSE
Tyreke Evans,248,19,195,139,45,0.32,696,305,0.43,209,158,0.76,53,36,1586,43,114,813,238,64,129,Tyreke,Evans,tyreke evans,tyreke,evans,FALSE
Daniel Ewing,87,5,63,61,18,0.3,208,81,0.39,46,36,0.78,64,4,842,16,74,216,79,34,54,Daniel,Ewing,daniel ewing,daniel,ewing,FALSE
Patrick Ewing,130,170,521,7,1,0.09,1132,571,0.5,429,317,0.73,70,66,2388,162,237,1460,683,67,208,Patrick,Ewing,patrick ewing,patrick,ewing,FALSE
Patrick Ewing,2,0,0,2,0,0,5,0,0,4,3,0.75,7,0,19,0,0,3,2,0,0,Patrick,Ewing,patrick ewing,patrick,ewing,FALSE
Dante Exum,69,6,51,74,23,0.3,171,71,0.43,39,30,0.75,35,9,629,13,58,194,64,14,42,Dante,Exum,dante exum,dante,exum,FALSE
Christian Eyenga,11,10,29,24,7,0.28,89,36,0.33,11,6,0.62,14,4,288,9,23,84,38,10,13,Christian,Eyenga,christian eyenga,christian,eyenga,FALSE
Festus Ezeli,21,55,144,0,0,0,179,92,0.51,97,54,0.56,57,20,798,97,109,237,242,16,44,Festus,Ezeli,festus ezeli,festus,ezeli,FALSE
Tacko Fall,2,10,22,0,0,0,18,12,0.64,8,3,0.32,12,0,76,8,11,27,30,1,4,Tacko,Fall,tacko fall,tacko,fall,FALSE
Kenneth Faried,49,42,257,7,2,0.15,427,235,0.56,169,110,0.66,52,40,1246,156,126,581,413,37,66,Kenneth,Faried,kenneth faried,kenneth,faried,FALSE
Jordan Farmar,145,6,80,156,58,0.38,345,146,0.41,52,38,0.7,50,4,984,16,71,389,96,39,70,Jordan,Farmar,jordan farmar,jordan,farmar,FALSE
Desmon Farmer,6,0,4,10,2,0.25,14,4,0.31,2,2,0,6,0,43,0,4,13,4,1,2,Desmon,Farmer,desmon farmer,desmon,farmer,FALSE
Jim Farmer,21,1,21,14,4,0.17,124,54,0.39,37,27,0.68,23,0,273,15,32,139,36,8,22,Jim,Farmer,jim farmer,jim,farmer,FALSE
Tony Farmer,40,10,96,26,5,0.2,182,72,0.36,152,117,0.78,50,6,684,67,95,266,164,38,46,Tony,Farmer,tony farmer,tony,farmer,FALSE
Vitor Faverani,16,27,86,40,12,0.3,147,64,0.43,37,24,0.65,37,8,488,42,74,164,128,14,41,Vitor,Faverani,vitor faverani,vitor,faverani,FALSE
Derrick Favors,64,72,280,14,3,0.08,487,260,0.54,171,113,0.65,62,38,1481,150,159,635,430,43,77,Derrick,Favors,derrick favors,derrick,favors,TRUE
Nick Fazekas,7,7,37,1,0,0,55,31,0.51,15,10,0.45,17,0,179,23,17,71,59,5,9,Nick,Fazekas,nick fazekas,nick,fazekas,FALSE
Jamie Feick,21,14,137,5,2,0.33,124,53,0.38,49,30,0.46,30,6,643,79,66,138,215,18,24,Jamie,Feick,jamie feick,jamie,feick,FALSE
Dave Feitl,25,9,115,2,0,0,218,94,0.42,67,50,0.77,55,12,600,48,88,238,163,9,47,Dave,Feitl,dave feitl,dave,feitl,FALSE
Kay Felder,24,2,17,15,4,0.19,74,26,0.31,18,14,0.64,18,0,166,2,15,70,19,6,16,Kay,Felder,kay felder,kay,felder,FALSE
Cristiano Felicio,30,8,102,2,0,0,126,72,0.57,54,36,0.68,42,3,592,64,60,180,165,12,26,Cristiano,Felicio,cristiano felicio,cristiano,felicio,FALSE
Carrick Felix,4,0,5,5,2,0.4,14,7,0.5,4,3,0.75,7,0,38,0,4,19,6,0,4,Carrick,Felix,carrick felix,carrick,felix,FALSE
Noel Felix,2,3,10,3,0,0.33,25,6,0.24,8,5,0.62,12,0,82,3,13,18,13,2,8,Noel,Felix,noel felix,noel,felix,FALSE
Raymond Felton,358,14,158,196,65,0.33,685,283,0.41,151,120,0.79,65,45,1973,38,126,751,196,79,139,Raymond,Felton,raymond felton,raymond,felton,FALSE
Desmond Ferguson,0,0,4,8,3,0.38,12,5,0.42,2,0,0,7,0,32,0,0,13,4,0,0,Desmond,Ferguson,desmond ferguson,desmond,ferguson,FALSE
Terrance Ferguson,36,11,47,146,49,0.25,207,84,0.34,20,15,0.59,51,31,1000,19,119,231,66,23,23,Terrance,Ferguson,terrance ferguson,terrance,ferguson,FALSE
Rudy Fernandez,138,10,120,287,103,0.35,463,185,0.4,108,90,0.82,62,2,1491,32,92,564,152,62,72,Rudy,Fernandez,rudy fernandez,rudy,fernandez,FALSE
Bruno Fernando,14,7,46,7,1,0.27,60,33,0.6,20,12,0.63,25,2,214,21,30,80,66,4,15,Bruno,Fernando,bruno fernando,bruno,fernando,TRUE
Rolando Ferreira,0,0,9,0,0,0,18,0,0.06,8,7,0.88,12,0,34,4,7,9,13,0,6,Rolando,Ferreira,rolando ferreira,rolando,ferreira,FALSE
Duane Ferrell,46,10,53,13,4,0.18,269,129,0.42,100,75,0.69,53,7,794,50,82,337,103,27,46,Duane,Ferrell,duane ferrell,duane,ferrell,FALSE
Yogi Ferrell,88,5,64,111,41,0.34,241,100,0.39,45,38,0.74,35,9,727,11,51,279,74,24,32,Yogi,Ferrell,yogi ferrell,yogi,ferrell,FALSE
Danny Ferry,91,22,146,133,52,0.38,432,193,0.44,69,58,0.84,71,14,1395,50,151,495,196,30,62,Danny,Ferry,danny ferry,danny,ferry,FALSE
Kyrylo Fesenko,8,11,34,0,0,0,50,25,0.47,27,11,0.46,27,1,221,19,45,61,54,4,13,Kyrylo,Fesenko,kyrylo fesenko,kyrylo,fesenko,FALSE
Kenny Fields,42,8,62,5,0,0.08,222,104,0.51,64,47,0.67,39,6,596,40,86,256,102,22,39,Kenny,Fields,kenny fields,kenny,fields,FALSE
Landry Fields,84,9,169,72,24,0.26,289,137,0.46,73,49,0.69,51,35,1202,50,62,346,218,42,54,Landry,Fields,landry fields,landry,fields,FALSE
Michael Finley,185,19,212,223,84,0.37,861,382,0.44,173,140,0.77,65,49,2184,64,104,987,276,57,95,Michael,Finley,michael finley,michael,finley,FALSE
Dorian Finney-Smith,79,24,174,223,80,0.34,382,170,0.44,59,42,0.62,57,41,1546,83,123,463,257,46,48,Dorian,Finney-Smith,dorian finney-smith,dorian,finney-smith,TRUE
Matt Fish,5,3,12,0,0,0,26,13,0.41,11,6,0.25,11,1,93,8,16,33,19,3,5,Matt,Fish,matt fish,matt,fish,FALSE
Derek Fisher,183,5,109,160,60,0.36,447,177,0.39,117,96,0.83,63,36,1582,19,130,511,128,65,72,Derek,Fisher,derek fisher,derek,fisher,FALSE
Gerald Fitch,33,5,23,26,7,0.27,89,30,0.34,23,17,0.74,18,0,239,7,28,84,30,7,15,Gerald,Fitch,gerald fitch,gerald,fitch,FALSE
Malik Fitts,2,0,8,6,3,0.5,10,4,0.39,0,0,0,8,0,34,0,3,11,9,0,0,Malik,Fitts,malik fitts,malik,fitts,TRUE
Marcus Fizer,59,14,161,18,4,0.29,423,184,0.45,134,92,0.66,48,6,1006,62,108,464,223,22,71,Marcus,Fizer,marcus fizer,marcus,fizer,FALSE
Vern Fleming,358,9,169,18,3,0.13,663,330,0.49,236,180,0.76,74,44,2060,82,167,844,251,77,150,Vern,Fleming,vern fleming,vern,fleming,FALSE
Luis Flores,7,0,1,7,3,0.65,19,9,0.49,1,1,0.67,11,0,51,1,6,23,2,1,7,Luis,Flores,luis flores,luis,flores,FALSE
Bruce Flowers,47,12,109,2,0,0,206,110,0.53,53,41,0.77,53,5,699,71,99,261,180,19,43,Bruce,Flowers,bruce flowers,bruce,flowers,FALSE
Sleepy Floyd,345,14,128,100,32,0.3,677,300,0.43,237,194,0.81,65,40,1773,45,135,825,172,75,152,Sleepy,Floyd,sleepy floyd,sleepy,floyd,FALSE
Jonny Flynn,146,2,59,77,26,0.3,302,119,0.36,78,63,0.77,38,18,831,10,40,327,69,26,84,Jonny,Flynn,jonny flynn,jonny,flynn,FALSE
Malachi Flynn,69,4,53,88,29,0.42,176,67,0.42,27,20,0.48,31,6,493,7,39,184,60,19,19,Malachi,Flynn,malachi flynn,malachi,flynn,TRUE
Ike Fontaine,4,0,5,5,0,0.2,14,3,0.21,6,4,0.67,6,0,76,0,6,11,5,0,4,Ike,Fontaine,ike fontaine,ike,fontaine,FALSE
Simone Fontecchio,0,0,0,5,3,0.6,9,5,0.56,0,0,0,3,0,17,2,4,13,3,0,2,Simone,Fontecchio,simone fontecchio,simone,fontecchio,TRUE
Jeff Foote,0,0,5,0,0,0,6,2,0.33,0,0,0,4,0,39,0,5,4,6,0,2,Jeff,Foote,jeff foote,jeff,foote,FALSE
Bryn Forbes,65,2,80,223,92,0.36,398,174,0.4,54,45,0.86,54,19,1070,8,74,484,89,20,38,Bryn,Forbes,bryn forbes,bryn,forbes,TRUE
Gary Forbes,52,5,82,70,24,0.34,272,118,0.43,89,62,0.7,56,6,752,28,66,322,109,24,50,Gary,Forbes,gary forbes,gary,forbes,FALSE
Aleem Ford,2,0,13,15,2,0.13,20,6,0.3,0,0,0,5,0,74,2,7,14,15,0,4,Aleem,Ford,aleem ford,aleem,ford,FALSE
Alphonso Ford,5,0,6,5,1,0.5,26,8,0.38,2,0,0.5,6,0,57,4,4,18,10,2,4,Alphonso,Ford,alphonso ford,alphonso,ford,FALSE
Alton Ford,4,3,30,0,0,0,46,23,0.47,22,15,0.52,24,0,173,12,38,62,41,2,12,Alton,Ford,alton ford,alton,ford,FALSE
Sharrod Ford,0,0,2,0,0,0,3,2,0.67,0,0,0,3,0,13,0,7,4,3,0,2,Sharrod,Ford,sharrod ford,sharrod,ford,FALSE
Sherell Ford,5,0,12,25,4,0.16,80,30,0.38,34,26,0.77,28,0,139,12,27,90,24,8,6,Sherell,Ford,sherell ford,sherell,ford,FALSE
T.J. Ford,312,7,129,55,16,0.26,528,229,0.43,155,126,0.8,54,38,1486,37,122,600,166,62,131,T.J.,Ford,t.j. ford,t.j.,ford,FALSE
Trent Forrest,51,3,36,18,3,0.13,75,36,0.31,22,19,0.6,30,2,357,11,22,94,48,13,23,Trent,Forrest,trent forrest,trent,forrest,TRUE
Joseph Forte,8,0,6,3,0,0,24,6,0.18,5,4,0.83,12,0,62,2,4,15,8,3,6,Joseph,Forte,joseph forte,joseph,forte,FALSE
Courtney Fortson,7,0,6,9,2,0.23,21,7,0.35,10,7,0.67,7,0,63,4,3,23,10,2,7,Courtney,Fortson,courtney fortson,courtney,fortson,FALSE
Danny Fortson,30,9,199,1,0,0.06,253,120,0.49,156,122,0.77,44,18,884,120,155,362,318,18,66,Danny,Fortson,danny fortson,danny,fortson,FALSE
Greg Foster,24,14,83,7,2,0.16,166,74,0.44,41,30,0.74,46,6,554,37,86,179,120,7,33,Greg,Foster,greg foster,greg,foster,FALSE
Jeff Foster,54,24,242,4,1,0.13,228,113,0.49,100,61,0.61,59,27,1211,162,148,288,404,39,47,Jeff,Foster,jeff foster,jeff,foster,FALSE
Rod Foster,160,3,61,81,24,0.29,478,210,0.43,99,76,0.75,69,12,1149,25,147,521,86,46,95,Rod,Foster,rod foster,rod,foster,FALSE
Antonis Fotsis,10,11,37,23,7,0.3,104,42,0.4,20,17,0.85,28,0,317,25,22,108,62,9,21,Antonis,Fotsis,antonis fotsis,antonis,fotsis,FALSE
Evan Fournier,141,9,125,284,109,0.39,616,274,0.44,137,109,0.8,53,41,1524,21,128,767,147,48,86,Evan,Fournier,evan fournier,evan,fournier,TRUE
Tremaine Fowlkes,14,2,34,5,0,0.17,64,26,0.42,28,22,0.59,26,7,308,24,36,75,57,12,12,Tremaine,Fowlkes,tremaine fowlkes,tremaine,fowlkes,FALSE
De'Aaron Fox,338,24,164,193,62,0.34,830,384,0.48,289,209,0.72,54,52,1738,28,144,1040,192,73,152,De'Aaron,Fox,de'aaron fox,de'aaron,fox,TRUE
Rick Fox,204,27,194,170,59,0.33,578,260,0.45,143,110,0.77,72,45,1825,77,211,690,271,74,124,Rick,Fox,rick fox,rick,fox,FALSE
Randy Foye,175,19,121,251,91,0.35,556,221,0.39,116,98,0.84,64,34,1609,21,132,631,142,44,92,Randy,Foye,randy foye,randy,foye,FALSE
Adonal Foyle,25,86,156,0,0,0,198,95,0.46,51,25,0.46,53,19,937,94,113,215,249,19,43,Adonal,Foyle,adonal foyle,adonal,foyle,FALSE
Richie Frahm,17,2,26,56,20,0.34,89,36,0.4,12,10,0.64,29,0,302,6,25,102,33,7,7,Richie,Frahm,richie frahm,richie,frahm,FALSE
Steve Francis,347,22,225,161,55,0.34,821,352,0.42,354,282,0.77,59,55,2184,94,183,1041,319,84,204,Steve,Francis,steve francis,steve,francis,FALSE
Tellis Frank,55,19,132,1,0,0,291,128,0.44,117,86,0.73,53,16,941,73,159,342,204,32,65,Tellis,Frank,tellis frank,tellis,frank,FALSE
Jamaal Franklin,4,2,10,6,3,0.48,20,8,0.45,0,0,0.5,12,0,88,2,14,21,12,2,7,Jamaal,Franklin,jamaal franklin,jamaal,franklin,FALSE
Robert Franks,5,3,8,15,5,0.33,28,13,0.46,13,12,0.92,7,0,101,6,8,43,14,3,2,Robert,Franks,robert franks,robert,franks,FALSE
Tim Frazier,103,2,48,37,12,0.29,118,48,0.38,32,22,0.6,26,7,462,14,47,130,61,17,35,Tim,Frazier,tim frazier,tim,frazier,FALSE
Michael Frazier II,2,0,9,23,4,0.17,29,7,0.24,14,9,0.64,13,0,145,0,22,27,10,2,5,Michael,Frazier II,michael frazier ii,michael,frazier ii,FALSE
Melvin Frazier Jr.,2,1,6,14,3,0.18,34,12,0.35,5,3,0.49,11,0,97,3,8,29,9,4,3,Melvin,Frazier Jr.,melvin frazier jr.,melvin,frazier jr.,FALSE
Anthony Frederick,45,15,48,7,2,0.21,221,97,0.45,62,43,0.7,49,10,547,46,67,239,93,25,44,Anthony,Frederick,anthony frederick,anthony,frederick,FALSE
Jimmer Fredette,40,1,23,60,23,0.38,151,63,0.45,25,22,0.8,30,1,375,6,26,172,30,11,27,Jimmer,Fredette,jimmer fredette,jimmer,fredette,FALSE
Enes Freedom,54,28,293,16,5,0.31,524,286,0.55,153,119,0.78,59,24,1325,184,131,695,477,24,89,Enes,Freedom,enes freedom,enes,freedom,FALSE
Joel Freeland,22,19,109,1,0,0,152,70,0.46,27,20,0.73,50,3,607,63,85,159,173,11,25,Joel,Freeland,joel freeland,joel,freeland,FALSE
Matt Freije,14,2,30,38,8,0.2,90,26,0.29,7,5,0.73,21,6,294,12,26,66,42,8,10,Matt,Freije,matt freije,matt,freije,FALSE
Channing Frye,57,34,209,180,69,0.36,424,187,0.44,66,54,0.83,60,28,1275,48,144,499,257,30,50,Channing,Frye,channing frye,channing,frye,FALSE
Hiram Fuller,2,0,7,0,0,0,8,3,0.38,6,2,0.33,4,0,43,4,5,8,11,0,4,Hiram,Fuller,hiram fuller,hiram,fuller,FALSE
Todd Fuller,9,12,87,1,0,0,150,63,0.4,60,40,0.72,45,5,499,48,70,167,135,7,29,Todd,Fuller,todd fuller,todd,fuller,FALSE
Markelle Fultz,125,5,68,37,10,0.21,263,119,0.43,53,38,0.7,26,17,650,17,51,285,85,29,49,Markelle,Fultz,markelle fultz,markelle,fultz,TRUE
Lawrence Funderburke,26,14,99,2,0,0.05,229,116,0.5,86,58,0.64,45,0,675,64,51,290,163,13,32,Lawrence,Funderburke,lawrence funderburke,lawrence,funderburke,FALSE
Wenyen Gabriel,6,5,24,14,5,0.24,42,19,0.34,16,10,0.49,15,1,160,16,28,53,39,5,9,Wenyen,Gabriel,wenyen gabriel,wenyen,gabriel,TRUE
Dan Gadzuric,18,40,123,1,0,0,186,92,0.43,64,31,0.42,47,14,688,82,112,215,205,21,32,Dan,Gadzuric,dan gadzuric,dan,gadzuric,FALSE
Daniel Gafford,24,51,98,0,0,0,168,116,0.7,72,47,0.54,38,14,614,67,78,279,164,16,30,Daniel,Gafford,daniel gafford,daniel,gafford,TRUE
Deng Gai,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,Deng,Gai,deng gai,deng,gai,FALSE
Corey Gaines,49,1,11,10,2,0.29,43,18,0.42,14,11,0.63,16,2,200,2,20,50,14,8,14,Corey,Gaines,corey gaines,corey,gaines,FALSE
Reece Gaines,11,1,11,8,2,0.27,40,13,0.36,7,5,0.48,18,0,158,2,11,33,13,4,7,Reece,Gaines,reece gaines,reece,gaines,FALSE
Sundiata Gaines,42,1,26,31,9,0.27,94,37,0.4,36,20,0.5,23,2,269,10,21,103,36,16,20,Sundiata,Gaines,sundiata gaines,sundiata,gaines,FALSE
Chad Gallagher,0,0,0,0,0,0,3,3,0,0,0,0,2,0,3,0,2,6,0,0,0,Chad,Gallagher,chad gallagher,chad,gallagher,FALSE
Danilo Gallinari,101,19,217,268,102,0.38,581,248,0.42,254,222,0.88,53,42,1592,37,97,820,254,39,65,Danilo,Gallinari,danilo gallinari,danilo,gallinari,TRUE
Langston Galloway,70,6,86,172,63,0.32,321,126,0.36,47,38,0.63,44,5,953,20,67,355,107,29,27,Langston,Galloway,langston galloway,langston,galloway,TRUE
Kevin Gamble,117,15,98,62,23,0.27,457,226,0.44,86,70,0.7,60,24,1320,33,115,545,131,42,52,Kevin,Gamble,kevin gamble,kevin,gamble,FALSE
Jorge Garbajosa,64,8,148,104,36,0.36,277,115,0.37,39,28,0.37,37,30,992,25,46,294,172,40,32,Jorge,Garbajosa,jorge garbajosa,jorge,garbajosa,FALSE
Ruben Garces,3,1,9,0,0,0,15,5,0.26,5,1,0.17,9,0,49,11,9,11,19,2,3,Ruben,Garces,ruben garces,ruben,garces,FALSE
Alex Garcia,9,1,4,9,2,0.14,30,10,0.24,3,2,0.62,5,2,80,4,8,24,8,3,4,Alex,Garcia,alex garcia,alex,garcia,FALSE
Francisco Garcia,68,36,100,150,54,0.35,330,140,0.41,66,53,0.76,51,13,1074,24,110,387,124,41,48,Francisco,Garcia,francisco garcia,francisco,garcia,FALSE
Thomas Gardner,2,1,4,18,4,0.21,30,9,0.32,3,0,0.25,10,0,72,2,4,22,6,2,4,Thomas,Gardner,thomas gardner,thomas,gardner,FALSE
Patricio Garino,0,0,6,5,0,0,7,0,0,0,0,0,5,0,43,0,4,0,7,0,3,Patricio,Garino,patricio garino,patricio,garino,FALSE
Darius Garland,286,4,94,254,96,0.28,670,296,0.39,111,98,0.65,46,44,1514,22,80,786,116,50,142,Darius,Garland,darius garland,darius,garland,TRUE
Winston Garland,303,10,131,33,9,0.29,557,238,0.42,134,112,0.83,66,37,1684,52,156,597,183,84,126,Winston,Garland,winston garland,winston,garland,FALSE
Chris Garner,32,2,14,10,2,0.14,54,15,0.26,6,4,0.63,23,0,221,4,34,36,18,14,17,Chris,Garner,chris garner,chris,garner,FALSE
Bill Garnett,98,43,208,2,0,0,292,143,0.49,172,124,0.72,75,16,1315,117,208,410,324,40,83,Bill,Garnett,bill garnett,bill,garnett,FALSE
